final_experiments/kimi_songs_allres_N40+40_ckpt3.json,0.932,3.751,2.213,0.711,12.74,0.7401
final_experiments/gpt_songs_allres_N40+40_ckpt3.json,0.984,3.75,2.192,0.929,12.97,0.7367
